keyword,count
2-d,1
test_linear_positive_slope,1
test_linear_zero_slope,1
test_single_data_point,1
helper_assert_line_correctness,1
test_correct_data_extraction,1
test_complex_json_structure,1
test_data_extraction,1
test_data_normalization,1
test_nested_json_structure,1
test_non_uniform_data_spacing,1
test_plot_properties,1
test_dir_is_dir,1
test_dir_is_not_file,1
test_file_is_file,1
test_file_is_not_dir,1
test_has_no_special_char,1
test_has_numbers,1
test_has_special_char,1
test_multiple_predicates,1
test_invalid,1
test_result_correctness,1
test_valid_length_and_predicates,1
test_key_error,1
test_hex_string_1,1
test_hex_string_2,1
test_hex_string_3,1
test_hex_string_4,1
test_hex_string_non_ascii,1
test_hex_string_sample,1
hex string,1
test_correct_type,1
test_non_empty_string_positive_length,1
type,1
test_basic_path_insertion,1
test_database_creation,1
test_existing_path,1
Path,1
sys.path,1
database,1
astype,1
astype_array_safe,1
astype_array,1
_astype_nansafe,1
test_append_to_existing_file,1
test_page_without_title,1
test_scrape_title_page_1,1
test_scrape_title_page_2,1
test_very_long_title,1
test_cleanup,1
test_directory_creation,1
test_valid_zip_file,1
test_zip_extraction_content,1
zip file,1
test_valid_file,1
exception,1
test_title_format,1
test_xlabel_format,1
test_ylabel_format,1
test_valid_xml,1
_mock_call,1
_execute_mock_call,1
URL fetch error,1
XML,1
test_large_input,1
test_download_invald_zip_file,1
test_general_error,1
test_non_zip_content,1
test_null_json,1
test_empty_xml,1
test_large_xml,1
check_csv_content,1
test_nested_xml,1
test_simple_xml,1
test_xml_with_attributes,1
BaseException,1
ZipFile,1
BadZipFile,1
_build_doc,1
lxml.etree.parse,1
_parseDocument,1
_parseDocumentFromURL,1
_parseDocFromFile,1
_BaseParser._parseDocFromFile,1
_ParserContext._handleParseResultDoc,1
_handleParseResult,1
_raiseParseError,1
fromstring,1
_looks_like_full_html,1
BytesIO,1
test_histogram_data_range,1
test_ioerror_image_processing,1
test_valid_image_url,1
URL,1
test_ocr_and_comment_extraction_fail,1
test_ocr_extraction_succeeds_no_encoding_needed,1
test_ocr_fails_comment_extraction_succeeds,1
test_ocr_succeeds_encoding_fails,1
test_successful_ocr_extraction_and_encoding,1
test_long_string,1
test_string_numbers,1
test_string_with_space,1
test_verify_hash_incorrect,1
test_verify_hash_none,1
test_no_future_dates,1
test_high_correlation,1
test_negative_correlation,1
test_no_correlation,1
test_dataframe_creation,1
test_dataframe_without_none,1
test_distribution_plot,1
test_number_of_bins,1
histplot,1
plot_univariate_histogram,1
_define_bin_params,1
_define_bin_edges,1
histogram_bin_edges,1
setting an array element with a sequence,1
test_all_none_data,1
test_normal_data,1
test_with_missing_values,1
test_with_negative_values,1
__array__,1
test_all_nan_values,1
test_different_means,1
test_empty_group,1
test_insufficient_group_size,1
test_low_variance,1
test_similar_means,1
test_with_nan_values,1
integer scalar arrays,1
scalar index,1
test_io_error_handling,1
test_subprocess_output_handling_linux,1
test_subprocess_output_handling_windows,1
Popen,1
process,1
test_dataframe_columns_custom,1
test_dataframe_columns_default,1
test_dataframe_empty,1
test_dataframe_shape_custom_columns,1
test_dataframe_shape_custom_rows,1
test_dataframe_shape_default,1
test_dataframe_values,1
numpy.random.mtrand.RandomState.choice,1
1-dimensional,1
test_columns,1
test_first_column_values,1
test_sales_above_threshold,1
test_some_sales_above_threshold,1
test_with_all_ones,1
test_with_all_zeroes,1
test_with_no_correlation,1
test_with_perfect_correlation,1
test_with_random_data,1
test_empty_series,1
test_identical_series,1
test_intersection_exists,1
test_no_intersection,1
test_partial_intersection,1
test_file_found,1
test_task_func_empty_file,1
test_task_func_large_file,1
SHA256,1
file,1
test_bad_request,1
test_empty_request,1
test_internal_server_error,1
test_invalid_method_request,1
EOFError,1
test_email_with_empty_message,1
test_smtp_server_connection_error,1
test_socket_closes_after_operation,1
test_successful_email_dispatch,1
test_successful_email_send,1
test_booking_data_for_nonexistent_room,1
test_future_date_valid_booking_data,1
test_no_booking_data,1
Date,1
test_current_date,1
test_date_before_leap_seconds,1
test_date_with_leap_second,1
test_future_date,1
test_recent_date,1
test_beginning_of_month,1
test_end_of_month,1
test_leap_year_date,1
test_valid_date,1
matplotlib.lines.Line2D,1
test_string_with_only_tabs,1
test_large_distribution,1
test_multiple_lines_csv,1
test_save_plot,1
test_single_line_csv,1
test_stop_words_removal,1
text_column,1
test_non_existent_file,1
file path,1
test_labels_and_title,1
test_number_of_bars,1
matplotlib.pyplot,1
container,1
test_custom_input,1
test_partial_default,1
test_basic_structure,1
test_variance_ratios_verification,1
test_scenario_1,1
test_scenario_2,1
test_scenario_3,1
test_scenario_4,1
test_scenario_5,1
2D array,1
NUM_SAMPLES,1
test_response_with_more_than_10000_issues,1
test_successful_response,1
test_api_rate_limit_exceeded,1
test_successful_query,1
test_multiple_categories,1
test_uniform_distribution,1
test_y_values,1
y-values,1
numbers,1
test_invalid_time_format,1
_strptime_time,1
test_ist_to_utc,1
test_utc_to_ist,1
test_different_timezones,1
test_example_case,1
test_out_of_order_strings,1
test_single_time_string,1
test_span_across_days,1
test_varying_differences,1
test_all_zero_prices,1
test_large_sample_size,1
test_invalid_input,1
Weight_String,1
test_invalid_score_format,1
test_mismatched_lengths,1
test_non_ordinal_grades,1
test_multiple_columns,1
test_numerical_and_non_numerical_columns,1
test_with_special_characters,1
subplots,1
add_gridspec,1
GridSpec,1
__,1
test_large_sample,1
test_save_plots_true,1
sns,1
test_default_dataset,1
test_no_replacement,1
test_replacement,1
test_standardization,1
_replace_columnwise,1
dict-like,1
test_invalid_json_structure,1
test_mixed_valid_invalid_dicts,1
test_nested_dicts,1
test_with_actual_json_objects_instead_of_strings,1
test_with_dicts,1
test_with_invalid_json,1
test_with_string_repr_dicts,1
node_or_string,1
source,1
filename,1
flags,1
most_common,1
test_save_dollar_prefixed_words_to_file,1
Mock,1
context manager protocol,1
src,1
fsrc,1
rb,1
errno_num,1
err_msg,1
err_filename,1
CSV_URL,1
test_api_failure_handling,1
test_single_valid_url,1
get_geolocation,1
raise_for_status,1
test_basic_https_functionality,1
test_urls_with_ports_and_queries,1
test_multiple_urls_in_string,1
test_url_with_no_title_tag,1
test_valid_url_with_title,1
test_complex_path_with_no_files,1
test_empty_path,1
test_path_with_existing_files,1
test_path_with_file_but_no_hashing,1
test_path_with_non_standard_delimiter,1
test_simple_path_without_files,1
test_invalid_key_error,1
test_download_to_default_directory,1
test_download_with_direct_key,1
test_download_with_incorrect_key,1
test_download_with_specified_directory,1
test_multiple_downloads,1
test_correct_hash,1
test_multiple_files,1
test_single_file,1
dict_keys,1
test_invalid_inputs,1
test_deterministic_output_with_fixed_salt,1
test_empty_password,1
test_long_password,1
test_special_characters_in_password,1
repositories,1
404,1
InvalidSchema,1
test_phone_numbers_page_1,1
test_phone_numbers_page_2,1
test_phone_numbers_page_3,1
test_phone_numbers_page_4,1
test_phone_numbers_page_5,1
test_page_1,1
test_page_2,1
test_page_3,1
test_page_4,1
test_page,1
test_empty_matrix,1
test_matrix_with_repeated_elements,1
test_with_empty_data,1
test_with_minimum_data,1
test_with_specific_known_value,1
test_with_typical_data,1
test_with_varied_data_size,1
c.concertName,1
s.StadiumID,1
c.StuID,1
PetID,1
TemplateType_Code,1
TemplateType,1
t.TemplateType,1
Ref_Template_Types.Template_Code,1
RT.Template_Description,1
DocumentName,1
Document_Name,1
P.ParagraphText,1
coursearrange,1
museum.Open_Year,1
d.lost_in_battle,1
line1,1
zip,1
zip_code,1
semester_id,1
st.semester_id,1
Degree,1
se.enrolment_id,1
Transcripts.student_id,1
a.postcode,1
TC.other_details,1
Course_Enrollment,1
Contents.transcript_id,1
current_address,1
h,1
description,1
s.cell_number,1
c.id,1
TVSeries,1
TVseries,1
t.series_name,1
series_name,1
tc.series_name,1
c.Country,1
TS.Written_by,1
Pixel_aspect_ratio,1
c.ConductorID,1
orchaestra,1
o.Year_Founded,1
no such function,1
YEAR,1
student_id,1
first_name,1
f.first_name,1
role,1
COUNT,1
professional,1
breedname,1
t.treatment_type,1
Treatments.dateoftreatment,1
Other_Features,1
Available_Features,1
p.Ref_Property_Type_Description,1
p.property_type,1
